customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-101769,Male,0,Yes,No,2,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,71.81,152.49,No
CUST-101770,Male,1,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,87.57,1080.15,No
CUST-101771,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.89,343.38,Yes
CUST-101772,Male,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),97.17,1689.74,Yes
CUST-101773,Male,0,Yes,No,29,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Mailed check,58.75,1698.19,No
CUST-101774,Female,0,Yes,No,22,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,77.58,1717.58,No
CUST-101775,Male,0,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),88.1,166.59,No
CUST-101776,Male,0,Yes,No,40,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,62.72,2528.37,Yes
CUST-101777,Male,0,No,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,29.88,1122.09,No
CUST-101778,Male,0,No,No,21,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),60.51,1245.2,No
CUST-101779,Female,0,Yes,No,6,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),66.11,387.98,No
CUST-101780,Male,0,No,No,5,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.42,440.9,No
CUST-101781,Male,0,Yes,No,67,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,81.89,5489.9,No
CUST-101782,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),81.69,352.25,Yes
CUST-101783,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),100.1,2189.2,Yes
CUST-101784,Female,0,No,No,66,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),70.66,4637.72,Yes
CUST-101785,Male,0,No,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,76.4,603.45,Yes
CUST-101786,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,78.66,302.52,Yes
CUST-101787,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,86.13,700.1,No
CUST-101788,Male,0,Yes,No,43,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,66.92,2908.06,No
CUST-101789,Female,0,No,Yes,50,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),94.23,4740.2,Yes
CUST-101790,Female,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.45,987.19,Yes
CUST-101791,Female,0,No,No,18,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),60.71,1081.39,Yes
CUST-101792,Male,0,No,No,61,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,70.7,4309.47,No
CUST-101793,Male,0,No,Yes,6,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,51.54,317.73,No
CUST-101794,Male,0,Yes,Yes,14,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.63,763.41,Yes
CUST-101795,Male,1,No,No,30,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,79.67,2376.55,No
CUST-101796,Female,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,33.92,2449.73,No
CUST-101797,Male,0,No,No,61,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,94.12,5714.03,No
CUST-101798,Male,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,88.32,1788.25,No
CUST-101799,Female,0,No,Yes,10,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,66.69,658.87,No
CUST-101800,Male,1,Yes,No,29,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,62.32,1818.09,No
CUST-101801,Male,0,No,No,4,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),90.53,366.26,No
CUST-101802,Male,0,No,Yes,72,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.22,6160.92,Yes
CUST-101803,Male,1,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.86,180.46,Yes
CUST-101804,Male,0,No,Yes,19,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,67.5,1307.71,No
CUST-101805,Male,0,Yes,No,0,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,69.88,24.76,No
CUST-101806,Male,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,84.7,1191.42,No
CUST-101807,Male,0,No,No,17,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,47.06,810.45,No
CUST-101808,Male,0,Yes,No,10,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,70.55,717.43,No
CUST-101809,Female,0,No,No,17,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,71.12,1191.02,Yes
CUST-101810,Male,1,Yes,Yes,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),51.81,156.51,No
CUST-101811,Female,1,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.93,576.4,No
CUST-101812,Female,0,No,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.68,1359.21,No
CUST-101813,Male,0,Yes,No,7,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),86.82,617.16,No
CUST-101814,Female,0,No,Yes,61,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),83.45,5092.19,Yes
CUST-101815,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),88.15,894.05,No
CUST-101816,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,85.45,829.06,Yes
CUST-101817,Male,0,No,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.24,295.21,Yes
CUST-101818,Male,0,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),78.81,1154.23,Yes
CUST-101819,Male,0,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.14,563.52,No
CUST-101820,Male,0,Yes,No,47,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),82.15,3877.67,No
CUST-101821,Female,0,Yes,Yes,43,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,78.14,3348.24,No
CUST-101822,Male,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.01,196.82,No
CUST-101823,Female,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.61,341.74,No
CUST-101824,Female,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.85,1063.78,Yes
CUST-101825,Female,1,Yes,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,92.08,111.35,Yes
CUST-101826,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),102.91,390.65,No
CUST-101827,Female,1,No,Yes,2,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,70.7,134.47,No
CUST-101828,Female,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.52,887.09,Yes
CUST-101829,Female,0,Yes,No,11,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Electronic check,56.7,634.66,No
CUST-101830,Male,1,Yes,No,0,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),101.37,0.0,No
CUST-101831,Female,0,No,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.8,738.22,No
CUST-101832,Female,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.18,1469.14,No
CUST-101833,Male,0,Yes,No,14,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),98.47,1339.66,No
CUST-101834,Male,0,No,No,4,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),67.05,262.92,No
CUST-101835,Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,91.77,4924.87,No
CUST-101836,Female,0,Yes,No,44,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,70.37,3103.21,No
CUST-101837,Male,1,Yes,No,19,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,67.47,1293.03,Yes
CUST-101838,Male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),33.41,46.59,No
CUST-101839,Female,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,87.22,1480.28,Yes
CUST-101840,Male,0,No,Yes,14,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,57.59,773.62,No
CUST-101841,Male,0,No,Yes,27,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,87.95,2378.84,No
CUST-101842,Female,0,No,No,58,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,80.86,4698.02,No
CUST-101843,Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,90.83,2267.1,Yes
CUST-101844,Female,0,Yes,No,48,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),50.91,2445.39,No
CUST-101845,Female,0,No,No,50,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,60.18,2971.24,No
CUST-101846,Male,0,No,No,29,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.67,2543.75,No
CUST-101847,Female,0,No,No,21,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),94.44,1981.07,Yes
CUST-101848,Female,0,No,No,0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.45,0.0,No
CUST-101849,Male,0,No,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.72,358.09,No
CUST-101850,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.67,156.13,No
CUST-101851,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),27.77,282.28,No
CUST-101852,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.99,170.69,No
CUST-101853,Male,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.16,853.3,No
CUST-101854,Male,0,Yes,No,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.13,0.0,Yes
CUST-101855,Female,0,No,No,21,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),68.88,1438.8,No
CUST-101856,Male,0,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,52.14,94.73,No
CUST-101857,Female,0,No,No,55,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),90.98,5031.81,Yes
CUST-101858,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,1474.69,No
CUST-101859,Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),28.24,344.37,No
CUST-101860,Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),98.65,7083.04,No
CUST-101861,Male,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.27,0.0,No
CUST-101862,Female,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.34,3351.79,No
CUST-101863,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,79.36,2537.83,No
CUST-101864,Female,0,No,No,60,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),63.19,3762.47,No
CUST-101865,Male,0,Yes,Yes,2,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,80.68,180.45,No
CUST-101866,Male,0,Yes,No,1,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),72.49,18.76,No
CUST-101867,Female,0,Yes,No,52,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Electronic check,53.01,2773.66,No
CUST-101868,Male,0,No,No,8,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.43,788.96,Yes
CUST-101869,Female,0,No,No,72,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),73.94,5370.22,No
CUST-101870,Male,1,No,No,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,1057.0,No
CUST-101871,Male,0,Yes,Yes,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),101.92,703.04,No
CUST-101872,Female,1,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.92,2719.85,No
CUST-101873,Female,0,No,No,4,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,62.18,259.92,Yes
CUST-101874,Male,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.3,119.7,No
CUST-101875,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),100.36,7202.26,No
CUST-101876,Male,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,98.72,3367.65,No
CUST-101877,Female,1,No,Yes,60,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),108.58,6514.79,No
CUST-101878,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.4,757.44,No
CUST-101879,Male,1,Yes,Yes,18,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),84.31,1485.08,Yes
CUST-101880,Male,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,90.83,2501.79,No
CUST-101881,Male,1,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32.02,753.1,No
CUST-101882,Male,1,No,No,41,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,68.83,2833.22,No
CUST-101883,Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.74,342.58,No
CUST-101884,Female,0,Yes,No,60,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.78,4620.6,No
CUST-101885,Male,0,No,No,9,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,61.16,529.39,No
CUST-101886,Female,0,Yes,No,12,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,55.09,665.07,Yes
CUST-101887,Male,1,Yes,No,49,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.26,5211.6,Yes
CUST-101888,Male,0,No,Yes,14,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),60.86,831.49,No
CUST-101889,Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.56,539.79,No
CUST-101890,Male,0,Yes,No,21,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.84,1983.38,No
CUST-101891,Male,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.78,179.18,No
CUST-101892,Female,1,Yes,No,3,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),62.56,176.9,No
CUST-101893,Female,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.08,2955.18,No
CUST-101894,Male,0,No,No,19,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,72.57,1400.09,No
CUST-101895,Female,1,No,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),95.74,3190.67,Yes
CUST-101896,Female,0,No,No,2,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),85.78,153.03,No
CUST-101897,Female,0,Yes,No,18,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.63,1617.54,Yes
CUST-101898,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,95.89,478.81,No
CUST-101899,Male,0,No,No,16,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),72.79,1164.44,No
CUST-101900,Female,0,Yes,No,8,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,63.81,484.57,No
CUST-101901,Female,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),97.72,477.45,Yes
CUST-101902,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,66.13,76.79,No
CUST-101903,Male,1,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,92.22,626.03,Yes
CUST-101904,Male,1,Yes,No,48,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,91.37,4370.93,No
CUST-101905,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),36.15,170.59,Yes
CUST-101906,Male,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.76,430.81,No
CUST-101907,Male,0,Yes,Yes,63,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,80.35,5068.62,No
CUST-101908,Male,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,31.57,1654.38,No
CUST-101909,Female,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,87.99,711.21,No
CUST-101910,Male,0,Yes,No,8,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),76.82,633.42,No
CUST-101911,Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,9.12,Yes
CUST-101912,Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),84.18,3150.88,Yes
CUST-101913,Female,0,No,No,50,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),89.14,4440.1,No
CUST-101914,Male,0,No,No,34,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,98.1,3330.91,Yes
CUST-101915,Female,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),29.41,375.87,No
CUST-101916,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.03,542.94,Yes
CUST-101917,Male,0,Yes,No,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.34,1260.67,No
CUST-101918,Male,0,No,No,8,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,78.28,624.18,Yes
CUST-101919,Female,1,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),22.47,0.0,Yes
CUST-101920,Male,1,Yes,Yes,1,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),75.18,66.41,No
CUST-101921,Female,0,No,Yes,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,96.5,2174.81,Yes
CUST-101922,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),30.36,2201.97,No
CUST-101923,Male,0,No,Yes,38,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),63.91,2408.14,No
CUST-101924,Male,0,Yes,No,28,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),73.93,2060.23,No
CUST-101925,Male,0,Yes,No,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.8,907.0,No
CUST-101926,Male,0,Yes,Yes,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,245.39,No
CUST-101927,Male,1,Yes,No,12,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),80.55,955.73,No
CUST-101928,Male,1,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),91.67,1876.21,No
CUST-101929,Female,0,Yes,No,45,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,80.83,3642.97,Yes
CUST-101930,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),94.45,646.21,No
CUST-101931,Male,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),99.16,396.17,No
CUST-101932,Female,1,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.13,1914.83,No
CUST-101933,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),89.91,879.35,No
CUST-101934,Male,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,105.43,315.27,No
CUST-101935,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),82.58,1801.33,Yes
CUST-101936,Male,0,No,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.34,1210.71,No
CUST-101937,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,91.79,1194.85,No
CUST-101938,Female,0,No,No,42,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,48.79,2048.72,Yes
CUST-101939,Male,0,No,Yes,0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,97.8,0.0,Yes
CUST-101940,Male,0,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,97.42,209.84,Yes
CUST-101941,Male,0,No,No,12,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,60.98,749.3,No
CUST-101942,Female,0,No,No,11,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,97.6,1058.28,No
CUST-101943,Male,0,No,Yes,29,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),60.03,1743.95,No
CUST-101944,Male,1,Yes,No,45,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.04,3343.56,Yes
